Country,City,AccentCity,Region,Population,Latitude,Longitude
gb,linthwaite,Linthwaite,G8,,53.616667,-1.85
pk,trundeh ki kori,Trundeh ki Kori,08,,33.41091,73.289588
ml,domi,Domi,07,,12.45,-6.7833333
gb,linton,Linton,D4,,51.216667,-3.833333
id,amtahan,Amtahan,18,,-9.263611,124.628889
pl,poczernino,Poczernino,82,,54.793213,18.394361
gb,linton,Linton,J7,,54.033333,-1.25
kh,phum speu,Phum Speu,14,,11.2666667,105.4666667
gb,linton-on-ouse,Linton-on-Ouse,J7,,54.033333,-1.25
gb,linton upon ouse,Linton upon Ouse,J7,,54.033333,-1.25
gb,lintrathen,Lintrathen,T7,,56.666667,-3.166667
gb,lintz green,Lintz Green,D8,,54.9,-1.75
gb,linwood,Linwood,H7,,53.35,-.333333
gb,lionel,Lionel,W8,,58.466667,-6.25
pl,sochocin,Sochocin,78,,52.690042,20.471807
ph,peris,Peris,56,,6.943889,124.326111
ng,dega,Dega,27,,10.312162,12.155576
ir,divani,Divani,29,,29.4359,57.6933
mg,anjahamara,Anjahamara,04,,-17.0,49.8666667
id,sambuli,Sambuli,22,,-4.016667,122.65
it,la rocca,La Rocca,07,,42.366667,11.9
ua,lokets,Lokets,15,,49.183333,23.333333
gb,lislap,Lislap,T3,,54.666667,-7.266667
lr,pepeta,Pepeta,01,,6.8430556,-9.4108333
tr,giriftin,Giriftin,69,,40.166667,38.95
ug,mutonto,Mutonto,52,,-0.3833333,30.65
gb,lisnarrick,Lisnarrick,S2,,54.466667,-7.7
ye,ribat al mazebi,Ribat al Mazebi,11,,14.4333333,44.2666667
ir,khvoravand,Khvoravand,34,,33.756521,50.184923
ye,jabanah,Jabanah,08,,14.9277778,42.9452778
tr,baltali,Baltali,64,,38.833333,29.55
ru,pashina,Pashina,77,,56.799072,34.474255
ir,mazhir,Mazhir,10,,32.9496,47.7862
gb,listooder,Listooder,R9,,54.4,-5.816667
gb,listullycurran,Listullycurran,R2,,54.433333,-6.133333
gb,listullycurraun,Listullycurraun,R2,,54.433333,-6.133333
ng,itim,Itim,45,,5.803055,7.859408
lk,habessa,Habessa,35,,6.7,81.3166667
gb,litchborough,Litchborough,J1,,52.166667,-1.066667
us,wilno,Wilno,MN,,44.4997222,-96.2311111
mg,antovontany,Antovontany,02,,-21.8,47.2333333
tr,yurukcal,Yürükçal,55,,41.149324,35.54176
gb,litlington,Litlington,E2,,50.783333,.166667
gb,little amwell,Little Amwell,F8,,51.783333,-.033333
th,ban khanna,Ban Khanna,49,,12.114028,102.560722
us,morningside,Morningside,MD,,38.8300000,-76.8916667
gb,little badminton,Little Badminton,M6,,51.556944,-2.288611
gh,godo,Godo,10,,10.75,-0.45
ng,ungwan bakoshi,Ungwan Bakoshi,23,,11.010625,7.266005
us,wildorado,Wildorado,TX,,35.2094444,-102.2000000
ru,rzhavskiy,Rzhavskiy,56,,52.033333,37.716667
gb,little bentley,Little Bentley,E4,,51.883333,1.083333
ir,meyan chilaq,Meyan Chilaq,11,,27.8096,57.2277
in,pakuria,Pakuria,38,,24.333333,87.65
pk,jabbar nmasai,Jabbar Nmasai,01,,33.742417,70.619424
pl,turosl,Turosl,85,,53.510173,21.597217
mn,hoshoo ergetsegiin suurin,Höshöö Ergetsegiin Suurin,11,,46.9666667,109.2333333
pe,coca hacienda,Coca Hacienda,20,,-5.1913889,-79.84
gb,little bredy,Little Bredy,D6,,50.7,-2.583333
mm,papan,Papan,11,,21.2,96.85
se,lidingobro,Lidingöbro,26,,59.333333,18.133333
us,deerchase,Deerchase,GA,,34.0963889,-84.4633333
gr,sardhinina,Sardhínina,31,,38.8833333,21.2
ru,kiselevskaya,Kiselevskaya,06,,61.547981,38.318628
gb,littlebury,Littlebury,E4,,52.033333,.216667
us,white lake,White Lake,MI,,42.6916667,-83.5541667
no,stordalen,Stordalen,07,,60.25,5.133333
sv,guadalupe,Guadalupe,04,,13.8833333,-89.0
us,nicewood,Nicewood,VA,,37.1088889,-76.5341667
gb,little chart,Little Chart,G5,,51.166667,.783333
ru,kadovo,Kadovo,88,,57.883333,39.55
gb,little cheverell,Little Cheverell,P8,,51.280556,-2.015556
id,talanglaksana,Talanglaksana,15,,-5.194797,104.701656
mx,mirador de malibran,Mirador de Malibrán,30,,19.066667,-96.466667
gb,little coates,Little Coates,J2,,53.566667,-.116667
gb,little comberton,Little Comberton,Q4,,52.083333,-2.05
gb,little compton,Little Compton,P3,,51.966667,-1.616667
gb,littlecover,Littlecover,D2,,52.9,-1.516667
vn,yen lai,Yen Lai,14,,20.25,105.8
gb,little creich,Little Creich,V3,,57.866667,-4.283333
ma,oulad bhar,Oulad Bhar,48,,31.45,-4.25
ru,sivkova,Sivkova,47,,55.443333,35.888611
gb,little dewchurch,Little Dewchurch,F7,,51.983333,-2.683333
gb,little dodford,Little Dodford,Q4,,52.333333,-2.1
gb,little driffield,Little Driffield,E1,,54.016667,-.45
ve,el rincon,El Rincón,23,,10.3325,-71.2741667
mz,induna,Induna,03,,-21.1666667,34.7225
lb,ad dalhamiyah,Ad Dalhamiyah,01,,33.8166667,35.95
my,kampong layak,Kampong Layak,03,,5.1184,102.0203
gb,little fawley,Little Fawley,P4,,51.5,-1.433333
pk,sunnatabad,Sunnatabad,04,,28.840278,70.752778
ph,nalikan,Nalikan,56,,6.850556,124.450833
id,muarasepayang,Muarasepayang,13,,-1.1,114.6
mx,la mezcalera,La Mezcalera,18,,21.658333,-104.745833
ng,gategi,Gategi,31,,10.043843,4.809902
gb,little gruinard,Little Gruinard,V3,,57.85,-5.466667
ru,aul-baba,Aul-Baba,54,,55.916667,73.716667
mx,saguamachi,Saguámachi,06,,26.8,-106.716667
us,mcquire,McQuire,VA,,39.2216667,-78.2772222
vn,xuan quang,Xuân Quang,17,,22.184806,105.288192
iq,`abdullah al yasin,`Abdullah al Yasin,16,,32.08,45.9972222
pk,bora shah,Bora Shah,02,,30.643333,66.839167
my,kampong anak bukit,Kampong Anak Bukit,02,,6.183995,100.377523
pk,kain dhara,Kain Dhara,06,,33.871036,74.070235
mm,petabin,Petabin,10,,23.5166667,95.4333333
us,akumsuk,Akumsuk,AK,,62.7230556,-164.4722222
pl,bereznica nizna,Bereznica Nizna,80,,49.416667,22.416667
zr,kabombo,Kabombo,05,,-10.7619444,26.6066667
td,gafoutchou,Gafoutchou,04,,11.9,16.35
hr,dragasov,Dragasov,20,,44.1391667,15.4433333
gb,little hucklow,Little Hucklow,D3,,53.3,-1.75
ru,voskresenka,Voskresenka,53,,53.908303,77.764403
lt,sokaychyay,Sokaychyay,62,,55.0630556,22.2269444
tr,hacires,Hacires,21,,38.186944,40.868889
tr,maksutusagi,Maksutusagi,46,,37.383333,37.083333
gb,little lever,Little Lever,B1,,53.55,-2.366667
td,mouroup,Mouroup,10,,9.95,15.6833333
sy,dibrak shaykhan,Dibrak Shaykhan,09,,36.6833333,38.55
gb,little marche,Little Marche,F7,,52.033333,-2.483333
kr,naewol,Naewol,16,,34.741111,125.901111
us,pebbledale,Pebbledale,FL,,27.8419444,-81.9433333
th,ban ka rae,Ban Ka Rae,31,,6.430611,101.709278
mx,la vainilla,La Vainilla,10,,24.816667,-106.666667
pk,lailangani thal,Lailangani Thal,02,,29.2563,67.282
gb,little missenden,Little Missenden,B9,,51.666667,-.666667
ru,vozhd proletariata,Vozhd Proletariata,47,594,55.437968,39.304187
gb,little munden,Little Munden,F8,,51.866667,-.05
gb,little ness,Little Ness,L6,,52.766667,-2.85
ir,kazian,Kazian,08,,37.122,49.698
tr,karapinar,Karapinar,24,,39.044302,38.728288
ru,burmachevskaya,Burmachevskaya,06,,64.3035,41.1902
pl,kolonia bojanowka,Kolonia Bojanowka,75,,51.785677,22.763637
my,kampung pamatadan,Kampung Pamatadan,16,,5.9851,116.1603
pk,achha tar,Achha Tar,05,,27.552778,67.634722
gb,little paxton,Little Paxton,C3,,52.25,-.25
my,rumah patu,Rumah Patu,11,,1.783333,111.333333
ru,yegorino,Yegorino,40,,55.730278,63.455278
my,kampong kirongkim,Kampong Kirongkim,16,,5.904111,116.540971
ru,bolshiye tarkhany,Bolshiye Tarkhany,16,,55.558751,46.983992
us,sunset heights,Sunset Heights,GA,,34.3416667,-83.8183333
gb,little rissington,Little Rissington,E6,,51.866667,-1.716667
gb,little rollright,Little Rollright,K2,,51.966667,-1.566667
vn,ly nhon,Ly Nhon,27,,13.933333,109.1
pk,dera asianwala,Dera Asianwala,04,,31.985143,73.814506
gb,little saxham,Little Saxham,N5,,52.233333,.633333
ir,shakheh,Shakheh,10,,32.1312,47.7726
gb,little singleton,Little Singleton,H2,,53.85,-2.95
gb,little smeaton,Little Smeaton,J7,,54.416667,-1.466667
ma,araz,Araz,55,,30.678968,-8.54469
za,cheddar hill,Cheddar Hill,05,,-30.72973,26.311114
in,gangapur,Gangapur,24,120123,26.483333,76.716667
id,jimber,Jimber,07,,-7.568056,111.083611
ir,khafr kor-e bala,Khafr Kor-e Bala,07,,30.096667,52.928611
pk,dear,Dear,06,,33.997222,74.019444
gb,littlestone,Littlestone,G5,,50.966667,.966667
ma,charraline,Charraline,57,,34.952639,-5.294594
ru,golovina,Golovina,83,,55.849807,40.227425
ua,khrustalnyy,Khrustalnyy,14,,48.147825,38.851507
pk,hamdar,Hamdar,07,,36.1846,74.824
gb,little stukeley,Little Stukeley,C3,,52.35,-.216667
id,alue,Alue,01,,5.056,97.5816
ru,zagoskino,Zagoskino,81,,53.877329,47.652881
id,jombong,Jombong,07,,-7.505,110.075
tw,fenliaoshuiwei,Fenliaoshuiwei,04,,25.0866667,121.4
ml,syeabougou,Syéabougou,07,,12.05,-8.15
ua,khiziltash,Khiziltash,05,,47.45,37.666667
in,manglionwala tala,Manglionwala Tala,24,,27.167482,71.439383
ru,kleymikha,Kleymikha,52,,58.783333,34.383333
kh,romiet,Romiet,16,,14.0166667,103.75
gb,little walden,Little Walden,E4,,52.05,.25
ir,tazhandareh,Tazhandareh,01,,36.983,45.0837
in,sonda,Sonda,19,,14.733333,74.8
gw,ponta nhamudefe,Ponta Nhamudefè,01,,12.2166667,-14.6833333
gb,little washbourne,Little Washbourne,E6,,52,-2.016667
gb,little weighton,Little Weighton,E1,,53.783333,-.5
nl,tussenlanen,Tussenlanen,11,,51.938823,4.79827
kr,toduram,Toduram,13,,37.312778,127.442778
pk,yaru jat,Yaru Jat,05,,24.525118,68.384008
gb,little witcombe,Little Witcombe,E6,,51.833333,-2.116667
ru,porokhovaya,Porokhovaya,66,,59.971096,30.508237
gb,little wittenham,Little Wittenham,K2,,51.633333,-1.2
ng,okogbo,Okogbo,37,,6.201614,5.875749
my,kampong pangkal perahu,Kampong Pangkal Perahu,03,,5.883333,102.216667
gr,meson yerakari,Méson Yerakári,28,,37.8166667,20.8
ru,buolkalakh,Buolkalakh,63,,72.933333,119.833333
gb,litton,Litton,M3,,51.2875,-2.581667
gb,livermere,Livermere,N5,,52.3,.766667
ru,yulya-purskovo,Yulya-Purskovo,42,,59.631177,29.998517
gr,varfani,Várfani,18,,39.5491667,20.3227778
la,ban kouai,Ban Kouai,02,,15.066667,105.766667
gb,livingston,Livingston,W9,53798,55.883333,-3.533333
id,dimong,Dimong,08,,-7.5893,111.5897
ma,hajja,Hajja,49,,34.03,-6.83
gb,llanaber,Llanaber,Y2,,52.733333,-4.083333
gb,llanabo,Llanabo,X1,,53.35,-4.433333
gb,llanaelhaiarn,Llanaelhaiarn,Y2,,52.966667,-4.4
gb,llanaelliaiarn,Llanaelliaiarn,Y2,,52.966667,-4.4
gn,bankole,Bankolé,26,,11.1,-9.65
ru,vazhgorskoye,Vazhgorskoye,06,,64.535792,48.455775
kp,tumudong,Tumudong,03,,40.6405556,129.0275
sd,biberto,Biberto,33,,13.1,25.1166667
ve,avendanero,Avendañero,05,,8.2494444,-69.6141667
tg,warte,Warté,07,,9.9,0.9333333
sn,koutia,Koutia,05,,13.8666667,-13.5666667
ir,kalian-e `olya,Kalian-e `Olya,13,,34.63,47.1144
zm,carimba,Carimba,01,,-11.85,27.1166667
si,jezerce pri dobjem,Jezerce pri Dobjem,09,,46.1491667,15.3958333
us,clove valley,Clove Valley,NY,,41.6352778,-73.6888889
tr,tavsancili,Tavsancili,62,,39,38.95
gb,llanbabo,Llanbabo,X1,,53.35,-4.433333
mm,hokkipo,Hokkipo,05,,18.3038889,97.5911111
gb,llanbadarn-fawr,Llanbadarn-fawr,Y8,,52.266667,-3.35
gb,llanbadarn-fynydd,Llanbadarn-fynydd,Y8,,52.383333,-3.316667
gb,llanbaddock,Llanbaddock,Y4,,51.695,-2.903611
id,sumuranja utara,Sumuranja Utara,33,,-5.9062,106.0742
gb,llanbadrig,Llanbadrig,X1,,53.416667,-4.433333
gb,llanbedr,Llanbedr,X8,,53.2,-3.866667
il,en dor,En Dor,03,,32.656137,35.417029
gb,llanbedr,Llanbedr,Y2,,52.816667,-4.1
gb,llanbedr,Llanbedr,Y8,,51.883333,-3.1
kp,namyangnodongjagu,Namyangnodongjagu,15,,39.3438889,125.4475
gb,llanbedrog,Llanbedrog,Y2,,52.85,-4.483333
ir,sargah,Sargah,04,,27.714609,60.072951
gb,llanberis,Llanberis,Y2,,53.116667,-4.15
uy,sauce solo,Sauce Solo,18,,-32.1,-54.8666667
gb,llanboidy,Llanboidy,X7,,51.878889,-4.592778
pl,czaje bagno,Czaje Bagno,81,,52.645039,22.689941
hu,kerkanemetfalu,Kerkanémetfalu,24,,46.766667,16.5
ir,anjir baghi,Anjir Baghi,09,,35.1924,48.5316
ir,hurand,Hurand,33,,38.8592,47.3686
ua,kamenovatka,Kamenovatka,16,,47.909827,31.642404
pk,chah baharewala,Chah Baharewala,04,,30.872222,72.983333
kr,iamni,Iamni,17,,36.466667,127.283333
id,pamatangpanjang,Pamatangpanjang,24,,-.730079,100.969715
tg,fiegou,Fiégou,11,,10.4833333,0.5666667
gb,llandarcy,Llandarcy,Y5,,51.65,-3.85
gb,llandawke,Llandawke,X7,,51.771944,-4.492222
gb,llanddaget,Llanddaget,X8,,53.15,-3.8
ir,zereshki,Zereshki,09,,34.1668,48.7165
gb,llanddausaint,Llanddausaint,X1,,53.416667,-4.483333
gb,llanddausaint,Llanddausaint,X7,,51.9,-3.783333
ir,owraman shahr,Owraman Shahr,16,,35.2526,46.2624
gb,llanddeinol,Llanddeinol,X6,,52.333333,-4.116667
ir,darreh deraz,Darreh Deraz,13,,34.3323,47.0133
pe,noria de tabcada,Noria de Tabcada,14,,-5.6333333,-79.9
ru,zabornovo,Zabornovo,88,,57.519658,40.127059
us,plum point estates,Plum Point Estates,NC,,34.7363889,-77.4836111
ir,kumeyeh,Kumeyeh,15,,32.9003,48.8755
gb,llanddewi rhydderch,Llanddewi Rhydderch,Y4,,51.8,-2.933333
ru,kostyayevka,Kostyayevka,85,,59.04319,37.886819
no,trana,Trana,10,,64,11.516667
pg,asini,Asini,14,,-7.0333333,147.0166667
gb,llanddona,Llanddona,X1,,53.283333,-4.133333
gb,llanddowror,Llanddowror,X7,,51.801667,-4.531389
ug,panyangara,Panyangara,45,,2.9683333,34.1361111
sn,sare goundo,Saré Goundo,11,,12.9666667,-14.9333333
pk,jog,Jog,04,,32.734007,74.543653
gb,skerries,Skerries,Q8,,54.266667,-6.833333
pk,chhanni thathlan,Chhanni Thathlan,04,,32.145262,73.391373
kp,sanandong,Sanandong,06,,38.0002778,126.1808333
mx,moras,Moras,14,,20.333333,-102.583333
us,king,King,IA,,42.4052778,-90.5916667
us,fertigs,Fertigs,PA,,41.3505556,-79.5833333
td,arbochi,Arbochi,12,,12.5666667,20.2333333
la,ban meung,Ban Meung,22,,20.726944,100.458333
gm,njohnen,Njohnen,07,,13.5833333,-15.95
ru,taurup,Taurup,38,,46.755578,39.518274
gb,llandegley,Llandegley,Y8,,52.25,-3.266667
gb,llandegveth,Llandegveth,Y4,,51.655833,-2.956389
gt,la paja,La Paja,11,,14.066667,-89.966667
rs,titol,Titöl,00,,45.206111,20.294444
ie,coole west,Coole West,04,,51.9663889,-8.4708333
mz,aldeia namuela,Aldeia Namuela,07,,-13.3675,37.3980556
kr,samgulli,Samgulli,13,,37.21097,127.5808
ua,litvitsa,Litvitsa,19,,51.568474,26.35647
mg,benonoka,Benonoka,02,,-22.6666667,46.45
la,ban xon,Ban Xon,04,,17.483333,105.483333
ph,sibaliw,Sibaliw,04,,11.4964,122.348907
iq,`ayn mana',`Ayn Mana',15,,36.5925,42.705
pk,kanater,Kanater,03,,34.785204,72.611945
id,topang,Topang,08,,-7.1586,112.1527
gb,llandough,Llandough,Z3,,51.445556,-3.447222
gb,llandovery,Llandovery,X7,,51.983333,-3.783333
gb,llandow,Llandow,Z3,,51.447778,-3.519167
sy,wuraydah,Wuraydah,11,,34.7666667,36.9666667
mm,kaingtat,Kaingtat,08,,20.5833333,95.8166667
gb,llandrillo,Llandrillo,X9,,52.916667,-3.45
id,kaluku,Kaluku,41,,-2.5368,119.0547
us,franktown,Franktown,NV,,39.2716667,-119.8397222
th,ban rai nai,Ban Rai Nai,02,,18.65,98.933333
pk,isa gatar,Isa Gatar,03,,31.606718,70.44552
pe,el puente,El Puente,04,,-16.5841667,-72.7341667
us,maryknoll,Maryknoll,MO,,38.9352778,-90.7780556
la,ban thong-om,Ban Thông-Ôm,16,,20.986389,101.406389
tw,palengshe,Palengshe,04,,24.6833333,121.3833333
gb,llandybie,Llandybie,X7,,51.819444,-4.005278
ng,aro,Aro,31,,9.05,4.616667
gb,llandygwydd,Llandygwydd,Y7,,52.05,-4.566667
ne,dan gao,Dan Gao,04,,13.55,6.95
kr,handugol,Handugol,13,,37.121667,126.957778
tw,yangchoutso,Yangchoutso,04,,23.2833333,120.2
us,roundhill,Roundhill,NC,,35.4311111,-83.5250000
mm,pumgahtawng,Pumgahtawng,04,,25.5666667,96.5166667
ro,szecsan,Szecsan,36,,45.983333,21.316667
pe,posas hondas,Posas Hondas,20,,-4.5825,-80.5963889
kr,chongtaebong,Chongtaebong,13,,37.1063,127.5585
ru,khobot-bogoyavlenskoye,Khobot-Bogoyavlenskoye,72,,53.178056,40.535556
gb,llanegryn,Llanegryn,Y2,,52.616667,-4.066667
hu,bentatelep,Bentatelep,16,,47.33644,18.896696
pk,lal pir,Lal Pir,05,,27.882147,69.215915
gb,llanelian-yn-rhos,Llanelian-yn-Rhôs,X8,,53.266667,-3.7
id,tanahurip,Tanahurip,30,,-7.038611,107.524722
id,rautbesibaru,Rautbesibaru,26,,3.1606,99.0484
ir,darreh mianeh,Darreh Mianeh,15,,31.185926,49.900704
ph,bantoanon,Bantoanon,12,,8.015278,125.070833
gb,llanelly,Llanelly,X7,,51.676111,-4.156667
jp,obama,Obama,04,,35.25,140.4
gb,llanenddwyn,Llanenddwyn,Y2,,52.783333,-4.1
za,turfvlakte,Turfvlakte,10,,-25.633333,27.216667
uz,merake,Merake,08,,39.0316667,67.1272222
pl,podkalek,Podkalek,74,,51.385211,19.782159
jp,shimo-aso-cho,Shimo-aso-cho,09,,35.516667,137.083333
us,coats,Coats,KS,,37.5119444,-98.8238889
ru,talochi,Talochi,93,,53.736667,115.679167
sy,moustaphaouye,Moustaphaouye,01,,37.0761111,41.99
ph,dumilis,Dumilis,30,,11.1,122.633333
ie,kilcummin,Kilcummin,20,,54.2777778,-9.2169444
pl,grochow,Grochow,78,,52.249256,21.083088
my,taman ihsan seratus sebelas,Taman Ihsan Seratus Sebelas,02,,5.406115,100.548095
so,danbale,Danbale,04,,2.8166667,44.0166667
ru,demyakhi,Demyakhi,60,,56.4183,30.1797
th,ban thang khwai,Ban Thang Khwai,48,,12.483333,102.116667
mn,shireeteyn hiid,Shireeteyn Hiid,17,,45.7166667,112.35
gb,llanfair caereinion,Llanfair Caereinion,Y8,,52.666667,-3.316667
sy,an nawatif,An Nawatif,14,,35.15,36.1666667
ir,chah dingeh,Chah Dingeh,42,,34.337994,60.555924
lr,sherif camp,Sherif Camp,05,,7.1844444,-10.7011111
ma,zemamra,Zemamra,58,,34.47857,-4.526775
gb,llanfair,Llanfair,Y2,,52.833333,-4.116667
ru,zarechye-aleksandrovka,Zarechye-Aleksandrovka,43,,52.886667,37.8975
gh,jegwa,Jegwa,06,,9.1333333,0.05
pl,arciechow,Arciechow,78,,52.370866,20.10339
ir,murdabi-ye pa'in,Murdabi-ye Pa'in,07,,30.120477,51.538632
ir,alfabad,Alfabad,01,,38.5218,44.4952
zw,mtepatepa,Mtepatepa,03,,-16.95,31.3333333
us,horton,Horton,KS,,39.6605556,-95.5261111
gb,llanfalteg,Llanfalteg,X7,,51.840833,-4.686944
mg,ambalambengy,Ambalambengy,03,,-16.6,44.85
ua,katyuzhanka,Katyuzhanka,13,4046,50.805947,30.137635
sd,el hasanab,El Hasanab,27,,15.3333333,32.8833333
gb,llanfechell,Llanfechell,X1,,53.383333,-4.466667
gb,llanferres,Llanferres,X9,,53.133333,-3.216667
gb,llanfflewyn,Llanfflewyn,X1,,53.366667,-4.483333
ru,nizhniy kalininskiy,Nizhniy Kalininskiy,61,,49.566028,41.848116
lv,medveckaja,Medveckaja,07,,55.8333333,26.7166667
gb,llanfihangel-ar-arth,Llanfihangel-ar-Arth,X7,,52.016667,-4.25
md,nicolaiesti,Nicolaiesti,79,,46.390556,28.254444
ir,kigeh,Kigeh,23,,33.1099,48.7572
gb,llanfihangel cwm-du,Llanfihangel Cwm-du,Y8,,51.9,-3.183333
gb,llanfihangel-geneu'r-glyn,Llanfihangel-geneu'r-glyn,X6,,52.466667,-4.016667
gb,llanfihangel-glyn-myfyr,Llanfihangel-Glyn-Myfyr,X8,,53.016667,-3.5
lv,veci,Veci,27,,56.7666667,22.5333333
ru,armawir,Armawir,38,,44.9892,41.1234
gb,llanfihangel,Llanfihangel,Y2,,52.883333,-4.516667
pt,tibo,Tibo,20,,41.937621,-8.240324
id,persil wetan,Persil Wetan,08,,-8.3627,114.236
gb,llanfihangel-nant-bran,Llanfihangel-Nant-Brân,Y8,,51.983333,-3.55
pl,obludzin,Obludzin,78,,52.918609,21.070515
kz,zhilaya sandspit,Zhilaya Sandspit,06,,46.816667,53.2
sy,ibizmou,Ibizmou,09,,36.1666667,36.8666667
in,rupaigaon,Rupaigaon,03,,27.45,94.25
id,kampungpitara,Kampungpitara,30,,-6.409722,106.7925
ru,borovskoy,Borovskoy,71,,56.813175,63.784995
ve,santa fe,Santa Fe,12,,8.87,-65.2966667
gr,porto-lago,Pórto-Lágo,14,,41.0166667,25.1166667
pg,nokon,Nokon,15,,-2.6666667,150.1833333
us,ladd,Ladd,MO,,37.5863889,-92.1119444
ru,aktayuzh,Aktayuzh,45,,56.673386,47.010479
hu,legeloszel,Legeloszel,10,,47.55,22.033333
gb,llanfrothen,Llanfrothen,Y2,,52.95,-4.05
ls,matedile store,Matedile Store,13,,-29.8166667,27.5333333
ru,stupaki,Stupaki,61,,47.231944,38.2925
ru,bratskiy,Bratskiy,01,,45.026667,39.84
gb,llanfynydd,Llanfynydd,X7,,51.928056,-4.098889
gb,llanfyrnach,Llanfyrnach,Y7,,51.950833,-4.584722
zm,chinumbwa,Chinumbwa,04,,-16.3666667,27.9
gb,llangadock,Llangadock,X7,,51.95,-3.866667
no,skjeggestad,Skjeggestad,14,,58.483333,6.5
gb,llangadwaladr,Llangadwaladr,Y8,,52.866667,-3.216667
ng,oweikorogha,Oweikorogha,52,,4.873442,6.174949
mm,chaungbya,Chaungbya,09,,17.2333333,97.2166667
gb,llangammarch wells,Llangammarch Wells,Y8,,52.116667,-3.55
pe,mayapunco,Mayapunco,21,,-15.05,-69.9
ph,bani,Bani,16,,13.9689,123.3166
ma,timiret,Timiret,56,,31.522565,-6.862176
sy,el houssaine,El Houssaïne,07,,35.6333333,40.7166667
ir,eznabad,Eznabad,35,,36.699546,52.808616
uz,stantsiya karshi,Stantsiya Karshi,08,,38.8166667,65.7833333
gb,llangattock,Llangattock,Y8,,51.85,-3.133333
gb,llangattock nigh usk,Llangattock nigh Usk,Y4,,51.783333,-2.966667
ng,guidan jatto,Guidan Jatto,57,,12.139929,6.978439
tr,tophisar,Tophisar,16,,40.219561,28.16173
tr,topluagil,Topluagil,28,,40.158959,38.373269
ro,sfanta ana,Sfanta Ana,02,,46.35,21.5
gb,llangeitho,Llangeitho,X6,,52.216667,-4.033333
pl,zwierki,Zwierki,81,,53.05268,23.288746
so,ainleh,Ainleh,16,,9.35,44.1
pe,san rafael hacienda,San Rafael Hacienda,20,,-4.9883333,-80.5858333
mz,kapfumo,Kapfumo,04,,-25.9652778,32.5891667
ve,las cumbres,Las Cumbres,20,,7.9977778,-72.3608333
ph,natividad,Natividad,50,,14.9912,120.592
us,banning place,Banning Place,NM,,36.9222222,-105.1286111
gb,llangenny,Llangenny,Y8,,51.85,-3.1
gb,llangerniew,Llangerniew,X8,,53.183333,-3.683333
kp,yongyolli,Yongyolli,09,,38.3766667,127.6438889
id,batoeoge,Batoeoge,22,,-5.1194,122.7774
gb,llanginning,Llanginning,X7,,51.848333,-4.541944
pl,teklinow,Teklinow,74,,51.323983,18.121208
tr,khashimtel'kharman,Khashimtel'kharman,63,,36.777222,39.109167
gb,llangoed,Llangoed,X1,,53.283333,-4.083333
ir,zamanabad,Zamanabad,34,,35.0174,50.0721
gb,llangolman,Llangolman,Y7,,51.909167,-4.736111
il,nir `ezyon,Nir `Ezyon,04,,32.696944,34.992222
pl,loniewo,Loniewo,86,,51.885147,16.695869
tw,hsiangchiaoshan,Hsiangchiaoshan,04,,23.3,121.4
th,sichon,Sichon,64,,8.964084,99.896028
us,mundo,Mundo,CA,,33.2736111,-115.5683333
gb,llangrwyfon,Llangrwyfon,X6,,52.3,-4.066667
hn,el terreno,El Terreno,08,,13.7205556,-87.1477778
ru,malaya terekhovka,Malaya Terekhovka,77,,56.183333,33.516667
tw,chiahsitzukeng,Chiahsitzukeng,04,,25.1166667,121.3333333
ru,ulye,Ulye,39,,54.95,95.1
lv,raiguchi,Raiguchi,03,,56.95,27.3333333
in,old deesa,Old Deesa,09,,24.2,72.15
gb,llangwm,Llangwm,Y4,,51.696111,-2.83
kp,chungchongsong,Chungchongsong,09,,38.3791667,128.0511111
ir,beladiyeh,Beladiyeh,15,,32.189,48.5188
kh,phnum knong,Phnum Knong,15,,14.0666667,107.1666667
gb,llangwyryfon,Llangwyryfon,X6,,52.3,-4.066667
jp,kohara,Kohara,43,,33.866667,135.3
ru,zalesovo,Zalesovo,04,7936,53.993889,84.743056
gb,llangybi,Llangybi,Y4,,51.665833,-2.908056
gb,llangynhafal,Llangynhafal,X9,,53.15,-3.3
ru,milino vtoroye,Milino Vtoroye,76,,54.583333,37.85
ru,petrovskiye dachi,Petrovskiye Dachi,71,,56.767405,59.893068
pk,faiaz kach,Faiaz Kach,02,,31.77997,69.645507
kr,suriri,Suriri,06,,37.194444,129.311389
gb,llangynog,Llangynog,X7,,51.821111,-4.409722
gb,llangynog,Llangynog,Y8,,52.083333,-3.433333
hn,pozos azules,Pozos Azules,05,,15.0333333,-88.7
gb,llanhamlach,Llanhamlach,Y8,,51.916667,-3.316667
gb,llanharan,Llanharan,Y9,,51.540278,-3.441944
pg,munyaten,Munyaten,11,,-4.5666667,144.0833333
gb,llanhary,Llanhary,Y9,,51.514167,-3.427222
ye,sirhin,Sirhin,00,,12.65,54.05
hr,carsette,Carsette,04,,45.3972222,13.6172222
ru,kivdo-tyukan,Kivdo-Tyukan,05,,49.8475,129.6808
gq,adurelang,Adurelang,07,,1.9333333,10.8833333
mz,safur,Safur,09,,-17.8677778,36.9877778
gh,sugu,Sugu,11,,10.8666667,-2.5
pl,kusice,Kusice,87,,54.249218,16.475903
ir,hilikuh,Hilikuh,07,,30.5806,53.1525
gb,llanishen,Llanishen,Y4,,51.723333,-2.757222
